This is junk. Please ignore,RIP MISS MINNIE!  https://t.co/u8051RqZuA,0.0,2020-04-28
This is junk. Please ignore,"Rep. @DarrenBaileyIL of Illinois challenged Gov. Pritzker's stay-at-home order and won!    \"A judge has ruled against [] Pritzker, issuing a restraining order over the extension of the states stay-at-home order, putting the statewide plan in jeopardy.  https://t.co/L1pe4hjmYT",0.0,2020-04-28
