This is junk. Please ignore,Not legal. He's a #Democrat control freak.,0.0,2020-04-28
This is junk. Please ignore,"More than 50 amazon workers at MSP1 in Shakopee, MN walked off the job just after 12am this morning to protest the elimination of unpaid time off, unsafe conditions, &amp; the appearance of retaliation against workers who speak out.   Here's Hafsa Hasan, one of the leaders: https://t.co/dO9ckCrxsJ",-2.0,2020-04-28
This is junk. Please ignore,"@JoeBiden Hey, Joe.   Even Alyssa Milano is turning on you.   The democrat party better find a new candidate &amp; fast.  #TaraReade https://t.co/rG1Nl5eAyg",2.0,2020-04-28
