This is junk. Please ignore,Its difficult to have peace on a team or at a company unless you have rules at your house. #leadership #Covid #culture #values #motivation @risingcoaches @homedepot @Lowes @amazon @facebook @linkedin @disney @Ford @nikebasketball @DukeMBB @google @Jumpman23 @TeamUSA https://t.co/WwgBPy02Vv,1.0,2020-04-28
This is junk. Please ignore,"#AliensExist nice job trump supporting AHOLEs (Reuters) - U.S. cases of the novel coronavirus were approaching 1 million on Tuesday, having doubled in 18 days, and made up one-third of all infections in the world.",6.0,2020-04-28
