This is junk. Please ignore,Need em x 9 https://t.co/YORELnbVQs,0.0,2020-04-28
This is junk. Please ignore,"MISS MINNIE IS DEAD???? 2020 JUST LEAVE, LEAVE PLEASE I CANT TAKE IT ANYMORE",0.0,2020-04-28
