This is junk. Please ignore,Damn Oprah relax,0.0,2020-04-28
This is junk. Please ignore,"Were giving away a free copy of #100stories book   If you want to be in the UK draw to win please follow, like &amp; retweet.  We will announce a winner tomorrow!   And if you dont win a copy you can follow the below link to purchase a book    #cancer #BusyLivingWithMets #bccww https://t.co/jNQTfigB5R",25.0,2020-04-28
This is junk. Please ignore,RIP MISS MINNIE!  https://t.co/u8051RqZuA,0.0,2020-04-28
This is junk. Please ignore,@thtasiantop XBOX OR P4?,0.0,2020-04-28
This is junk. Please ignore,"Rep. @DarrenBaileyIL of Illinois challenged Gov. Pritzker's stay-at-home order and won!    \"A judge has ruled against [] Pritzker, issuing a restraining order over the extension of the states stay-at-home order, putting the statewide plan in jeopardy.  https://t.co/L1pe4hjmYT",0.0,2020-04-28
