This is junk. Please ignore,"It is absurd to ask taxpayers to bail out these bankrupt states who are now pretending that their various pending bankruptcies are due to Covid-19.   Illinois, Connecticut, California, and New York need to elect new leaders with sensible policies.   This is not a federal issue.",-4.0,2020-04-28
This is junk. Please ignore,"Annexation is the polite word to describe stealing land.  Stealing land from people is the equivalent of confiscating their history, culture, &amp; identities.  Stealing land amounts to *colonization.*  The Palestinians have the right to self-determination.https://t.co/dLQSPBjVjg",0.0,2020-04-28
