This is junk. Please ignore,@riceonyourshirt same here!!  I guess amazon has some good chairs https://t.co/1K2xASy9Aj,3.0,2020-04-28
This is junk. Please ignore,Cant believe the news about the death of Minnie from Little Women Atlanta. She gave us good TV and great meme content. Thank you for the laughs Queen  https://t.co/632N4mbJwV,5.0,2020-04-28
This is junk. Please ignore,"You shop. Amazon donates.  Support @mentalhealth every time you shop.  AmazonSmile is the same Amazon you know. Same products, same prices, same service.    Start your shopping now at https://t.co/pfMRzR8MXH and raise money for @mentalhealth    https://t.co/pfMRzR8MXH https://t.co/12GJ3Z7YvL",0.0,2020-04-28
This is junk. Please ignore,You might want look more closely at the data regarding how  blue states overwhelmingly subsidize red states before opening further this can of worms.,1.0,2020-04-28
