This is junk. Please ignore,The president is right on https://t.co/IemTQ4Uv8S,0.0,2020-04-28
This is junk. Please ignore,"From voting for Kavanaugh on the Supreme Court to the GOP tax scam, Susan Collins is out of touch with Maine. Speaker of the House Sara Gideon is the Democrat running to replace her!   RETWEET if you support Gideon as she runs to beat Collins and turn the U.S. Senate Blue! https://t.co/weEtypLPrB",2.0,2020-04-28
